id,text,topics,topicgpt_correct
bafyreihbegntj6eif3g2kr7aawujio2lxtr5vfs6zl3fzzqlg6zhpwwdiy,"COP29 ""inappropriate corporate influence and captured by the fossil fuel sector""",[2] Fossil Fuels; [2] Energy Policy and Transition; [2] Environmental Policy and Governance; [2] Climate Change Policy and Regulation,Yes
bafyreidul2agtck2mri7m3o6ihrxydghx5s3br5pbdz3zdo7zylnnl62cu,WE NEED TO DEAL WITH CLIMATE CHANGE WHAT THE HELL,[1] Environment; [2] Climate Change,Yes
bafyreibxslwdpk5bbilaagnisnvgs6eehyugey4pfl6vn7jipst75x3c5a,"The stupid woke liberals want you to think climate change is real.

Stupid woke liberals!

Joni Ernst believes in commonsense ideas like climate change is God creating beach-front property.

Joni Ernst: Everyone should have beach-front property!

Hi, I’m Joni Ernst, and we are all going to die!",[2] Climate Change Communication and Public Perception,Yes
bafyreienvqjet37njfycabkgweitbwi7kwgxslp46vj5h5vxw654vh3t5a,"I never avoid replacing a screw or bolt that was too thin or too short; often, I improvise by drilling new holes where they missed.

A bookshelf required glue to assure it was firm.",,No
bafyreianm4325ct722hhwmgnzj26d5c3qbvlvq4bpccbyiwcilep5lg3uu,"And the rabbit hole goes deeper, Tesla’s stock dives, Trumps vultures circle. Trump and his cronies buy Tesla and dismantle it for the fossil fuel stakeholders. Trump and Musk are not friends. Trump will bury this guy for money and power. They all get burnt.",[2] Fossil Fuels; [2] Energy Policy and Transition; [2] Climate Justice,Yes
bafyreib7qbfp5rahckict2kdnch4thpmpaoodornma3qfxnu2jhzww74pi,"•suppress scientific research on climate change, fracking, or any other issue that a majority of scientists agree upon.
•criminalize abortion or restrict healthcare for women.
•violate the Geneva Convention.",[2] Fossil Fuels; [2] Climate Change,Yes
bafyreihlqf6b4wsywbmzjedfkfp6hg3ie72e3kgiimvhnc44ockjevaqve,"That's the highly improbable scenario of net zero by 2055 with other forcings stable after 2030.

In practice greenhouse gas emissions are still going up and aerosols are rapidly decreasing, causing the net forcing to increase.

So it's not surprising that we're passing the model range",[1] Environment; [2] Climate Change,Yes
bafyreihe2tbx33mcihmvzfrapqocs6k2twbatmpul3mn7p5qpp2w27syki,"Have you any idea if it's linked to loss of revenue from the Elect companies (they are panicking), or is it a grid problem?I'm seeing governments (European Union) worried with the existing unprepared grid absolutely not designed for large scale renewable energy integration...",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreifesb2r75vaxp4y2teiukca4nkzoc4la46ssfn4tgfgpamkzh2l7i,Does really surprise me even though it is awful for her. These fossil fuel industries will go to great lengths to protect their profits. Our world is slowly choking to death on plastic.,[2] Fossil Fuels; [2] Pollution,Yes
bafyreidkimpjt4vz6k43eduzndy2tia43altwlooejbdokhgu44lorpnf4,"Here's my sketch of their emerging narrative: 

1. Climate change is real, it has always happened, and we can adapt, but will really only be disastrous for people not like YOU. 
2. In fact for people like YOU there could be upside! 
3a. But instead protecting people like YOU with adaptation...",[2] Climate Change Communication and Public Perception,Yes
bafyreiari5ozmnsa2jutq465yxadze3zahbfhv42gw6qg4oxq2hjuf5zde,"Climate change tests the wildlife conservation model in Namibia
->Resilience | #ClimateChange #WildlifeConservation | More info from EcoSearch",[1] Environment; [2] Climate Change,Yes
bafyreiga34mrz5j4sea7s7mcjzwapfrc3cztal4ryyxk545armcg2ngzoi,"MAGA do not understand how statistics work. If one person defrauds welfare, everyone does. If one vaccinated person dies of Covid, vaccinations don’t work. If it snows one day, there’s no such thing as global warming.  If one trans wins a race, all girls are affected.

MAGA be DUMB.",[1] Social Justice; [2] Climate Change Communication and Public Perception; [2] Health Policy and Social Issues,Yes
bafyreigx5kclytue342sym66zl25ozed2task6abe6ln6lxzlsz43dl4jm,"✨ Tired of endless searches for quality shops? Meet ooia.de Female-founded, sustainable period & bodywear loved by 400k+ women! 🌸 Swap disposables, save $$$ (check comments!). Shop smart: ooia.de #SustainableFashion #EthicalShopping #CycleSavvy",[1] Sustainable Development; [2] Climate and Environment,Yes
bafyreihtjmezqw4j4dny7hy5b27dpm7hep4crd4rbkqqtnhhwpn6jzxfze,This is what four years of strong moral leadership looks like—where jobs and benefits of our well-planned new clean economy accrue to the very red counties who voted against President Biden. Please let us pass this baton of civility and good governance to Harris. We can't afford to delay progress.,[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreid3fzucrrzzue2izbpq7ja7wfyayy7ji6erpzk35ageijbcb4zh4m,…just like climate change,[1] Climate Science,Yes
bafyreihqjf7klc2dm4me64juv644mygxro4r2nlqr6f7yyuj4qczvv6poa,"Instead of focusing on the real costs of air pollution and our car-centric transport system, we get stuck debating 'cycling behaviour.'

But the toll of cars and pollution is heartbreaking. This is Ella's story.

We should honour her with real, tangible change",[1] Environment; [2] Pollution; [2] Sustainable Infrastructure and Mobility,Yes
bafyreidevdaqgawqjuwsaws63f24x337mi6ahukhxwbjrqmqb3mjni7baa,Fracking yes! Battlestar Galactica is one of the best SYFY series. Great story based on a familiar mythology. Special effects hold up well. Great score by Bear McCreary. Stellar cast. I rewatch every couple of years.,[2] Fossil Fuels,No
bafyreicm4rgk7qahxk44623rwrideia7y7vaioxcrlwtn6fzlqltnjsa5m,"Welcome to the result of climate change.  Between China, who is number one emitter and USA, number two emitter, these two countries alone contribute nearly half of all annual global emissions",[1] Environment; [2] Climate Change,Yes
bafyreie6r2rumwfsvi3bdl7vekugtkkqczd3oqchqbltfrirb26at5bfke,"This shouldn’t be a problem for the Weather Service because there really isn’t any proof of climate change, and we’re due for a low hurricane season according to Frank, on his highly successful Tik Tok account.
Nothing to worry about.",[2] Climate Change Communication and Public Perception,Yes
bafyreiga5epjujtvkqiyv4cwmohbak6maze52thrt625snpoezn23sgvq4,"A mate just commented on Trumps behaviour: ""thing is immigrants aren't burning down whole neighbourhoods, or flooding whole counties. Climate change is doing that, and will do it more and more. The immigrants are helping tidy it up!""",[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation; [2] Climate Justice,Yes
bafyreid45dqi6pr3eebj6quiqfnm4q3xxcx3fjgilfqqbgipueljvrff2m,"i mean with climate change, who knows?",[2] Climate Change Communication and Public Perception,Yes
bafyreickl67wrnesrnokk4xypvoxn6z7ev257d7bpgclfaf24ueniuvgvq,Aha.  I thought it might be global warming & immigration.,[2] Climate Change Communication and Public Perception,Yes
bafyreidhgh7upxkhct72gqvirknwd4idet4nqfgavmovqpsuuc7jbxal2q,"Here's where it gets tricky.

If Giddey is making some kind of leap, he's actually doing it more so as a slasher and interior scorer, than as a shooter.

February's white-hot shooting month has ironically overshadowed an improvement that should be viewed as more sustainable (getting to the line).",,No
bafyreierwd27ibmfmwilae6j5mr3z3z5bvocoppdxumsxgqcx4kgfpvr54,"We have had a great day with @StBartsTrust for their 2nd Evidence Exploration Partnership workshop. 

Drilling down into a range of data sources to identify a priority. 

@AspirerRS @J0GOODMAN",[2] Fossil Fuels,No
bafyreickz5yg5c4v6m63mb5z2cfzq5fmnlzlecjl2foyh2stl7gyqoplga,"Why not ONE damn recount, Harris. 
Why not ONE damn objection, dems. 
Why acting blind & deaf to the Putinesque/Muskian election-stealing elephant in the room, most of you independent ""pro-democracy"" networks. 
Why letting loose a FKN CLIMATE CHANGE DENYING dystopian regime on the World/Planet, USA🤬",[2] Climate Change Communication and Public Perception,No
bafyreidrjgmudthevxgk2j56vwk6gnogbfya3pemazx4mzxa2ro4qy7xsy,"By integrating 3D data from various platforms, stereoscopic remote sensing observation provides a comprehensive and dynamic perspective of #mountain #ecosystems, which is essential for disaster management, #climate adaptation, and #sustainable development.
doi.org/10.1016/j.xi...
#remotesensing",[1] Emergency Response; [2] Disaster Management; [1] Sustainable Development; [2] Climate Change Impacts and Adaptation,Yes
bafyreifidxk6iz2koouhwppf3jcex2nzh2rsxlwuexu5kah344rywttgt4,"I believe in climate change, the Trump worshipping leader of Reform In GB doesn't. I don't think earthquakes are realeted to climate change, prove me wrong.",[2] Climate Change Communication and Public Perception,Yes
bafyreidsx6tdbop3qvkrczqpk56aees2odrgx74igtmdesz2hfqhbo4lfu,"Newly passed CA housing reforms (streamline development & use wildfire-ravaged lots for low-income housing) are marketed as improving affordability. But they highlight deep systemic failure: climate change is impacting land, weather, & housing.

@reuters.com
bit.ly/4fwVHYq",[1] Environment; [2] Climate Change; [2] Energy Policy and Transition,Yes
bafyreigtqwj75j2hpqxlakwwzra6sfzby67kwxhootefmq6el2hrxwisgi,Thiel and his techbro billionaire friends are most interested in extending their own lives and maintaining societal control that that’s all they are investing in at the detriment of unimportant things like poverty and climate change and fascism.,[1] Social Justice; [2] Climate Justice,Yes
bafyreidkkj77djtuqnsf263amzwiy756p7wla43iufey4uq3xmfviqawcy,"Insurance companies have been telling government that climate change is real for years, they opted to make no steps to change and to push on with the same program because it was supporting their donors and paving the way for life after politics",[2] Climate Change Policy and Regulation,Yes
bafyreiherekgp4l65rbl7ehzmwjanin2b3v3r54zbnvcdndnpo4umvo3vm,"We recall Trump's campaign pitch to the oil industry...

""In 2023, about 3.5 million Americans worked in jobs related to the renewable energy sector, and jobs in that sector grew at more than twice the rate of those in other sectors in what was a strong U.S. labor market.August 30, 2025""",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreifxzsnv3pud5emorclxu2uhb3k3e65s55d66emjl72zqsbxh57dmi,"The incoming President & all leaders should be dealing with the problem. We need to assist communities, business & industry, & states to adopt renewable energy, create nature-based solutions, & phase out fossil fuels.",[2] Renewable Energy; [2] Fossil Fuels; [2] Energy Policy and Transition; [2] Climate and Environment,Yes
bafyreie25eniq2dou72emibym5a427kg4frgldtzia5ri4tdokj6ocyqqa,"@dlrcc.bsky.social Ballyogan recycling charges the same price for entry by car as on foot or by bike. This seems very unfair as (a) the latter two groups will not have the capacity to carry anywhere near as much as a car, and (b) surely there should be some reward for using sustainable transport.",[2] Sustainable Infrastructure and Mobility,Yes
bafyreibi63nbzoqm6grpbbavat25ptmzotyxpbzx53g5xjlhximm3yeequ,"Any Trump EPA Attempt to Stop Regulating Climate Pollution Won’t Stand up to the Facts. 
The science on climate change is so indisputably well-established, that it’s hard to see how any court would uphold a challenge to it.
www.commondreams.org/opinion/trum...",[1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreihzs5s4uoyncdocptyxqby2kdluyo5xkffyd6y3yrjdr6eu5tx7oa,"“You can denounce globalism all you want, but it won’t change the fact that telecommunications, trade, migration and climate change have fused us, and our fates, together.” Great article! www.nytimes.com/2025/04/02/o...",[1] Climate Science; [2] Climate Change Communication and Public Perception,Yes
bafyreieksbsaxuzbv5l7s2w3xy2mlwmefwgsjoaikcurgisptrck7ti3iy,They are fossil fuel toadies.,[2] Fossil Fuels,Yes
bafyreibwtdk6smhs5rlufli4qp6sufeqhitkjm56aqd7tcxm2sh2vvt2bi,"""mike, we would never ignore the warning signs that are all around us for something that would imperil our lives and our livelihoods,"" he said in climate change",[2] Climate Change,Yes
bafyreibw32ozy5fz2h5d3bjpc7bv5iy3qehojf5nccuwyk2utf552mbhdq,"If they can't read, good chance they are scientifically illiterate, too. That would make them susceptible to misinformation and compact theories. Anti vax. Flat earth. Health supplements. Climate change denial.  GOP/MAGA bamboozle. I think you get the idea. 

Advocate for scientific literacy!!!",[1] Health; [2] Disease Prevention and Health Behavior; [2] Climate Change Communication and Public Perception; [2] Health Policy and Social Issues,Yes
bafyreihgd3kkw6j5bk7xnurqbjg5nlw5f3a7vewre7pyutlrmb7comzrci,"Well tried a quick shower to see if it would help with my pain levels, & I am sad to report it didn’t, but at least I am clean now. Now debating do I put on clean sweats or just give in and put on clean pjs. Also do I have the energy to quickly change my sheets too before the next shawl line comes.",[1] Health,Yes
bafyreifciqhxj7x6cvyd7743tnc3i34xplnyqooeveux7vhrvttkt4uqhi,"1/ Let’s walk through the timeline of how Dr. Mark Geier—now discredited and stripped of his licenses—lost the right to practice medicine across the U.S.
Why? Dangerous autism “treatments” based on junk science.
Thread:",[1] Health,Yes
bafyreieblp6u6gzoabmv34htlu3d63ft2vnqdscelqyo27kztn2hqo6ttm,I'm not talking about experts that do good work. Like the scientist who fight for the environment and rightfully educate ppl about climate change. I'm talking about the experts that help prop up corporations and branding.,[2] Climate Change Communication and Public Perception,No
bafyreiexty5gaveh5vvuufl4pklr2s6t2seiwx62ua4ik2lkbraggjddwi,So.....all this Greenland talk is reminding me how the ice shelf/sheets are collapsing there because of climate change and how it's contributing to sea level rise. And that will eventually trigger coastal flooding.,[1] Environment; [2] Climate Change,Yes
bafyreigorovy42weqcx7vby7656s5lepb5pngzdg5eju2gjbs3zx36samu,"The slightest whiff that the 'pro-nuclear' obsession of the Australian National Party (a blatant attempt to derail clean energy in favour of coal power forever) might be reconsidered by the new Liberals leader - and bam, the right-wing Coalition is dead, killed by climate change denial.",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreicdbxszwkftiiiw6ibnjxbbjimuduzi5sdm6rvo7shi4fyqqc4imm,"His platform mirrors the Canadian Association of Petroleum Producers, which calls for the federal government to abandon all regulation of greenhouse gas emissions.",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreibokupnap4syghtsr2sjnqlr6xo3kagkvwi3u6f3nbgjccuq3hdqy,"We agree!

It is long past time we had a publicly managed fossil fuel wind-down.

Learn more from fellow Kate Aronoff about how we can make this a reality. ⤵️",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreihmchtofknnlctobfzmir5rs5lhmep3eccwyisbgvtu6w7vaip3vq,#TakomaPark council: public commenter (former city councilmember Gibson) addresses rent stabilization. Notes a book by a city author on development (and sustainable development in particular).,[1] Sustainable Development,Yes
bafyreibaq2vftfoxhdtasdgjytxz4ux4wk5i7stxqm5kwec3yqwvtcbnli,Canada’s New #Greenwashing Law Hasn’t Stopped Politicians’ #CCS Claims #BillC59 #Climate #cdnpoli  www.desmog.com/2024/08/26/c...,[2] Environmental Policy and Governance; [2] Climate Change Policy and Regulation,Yes
bafyreihkd6pvtf42ln67la6b5loazaze6l7rptrxxl4yhbbdxqjao35hqq,Colorado Will Require Oil and Gas Companies to Increase Water Recycling for Fracking - Inside Climate News insideclimatenews.org/news/1303202...,[2] Fossil Fuels; [2] Environmental Policy and Governance,Yes
bafyreidal7nkon4unj2grfw25kypbccdxym3v653half2y2hgw2ppyyzku,"We protested in Manchester today, against Trump and against the British far right that will feel emboldened. Get organised to fight fascism and racism, Climate denial, to defend trans rights and women's rights and to fight for jobs and better pay.",[1] Social Justice; [2] Climate Change Communication and Public Perception,Yes
bafyreieeyq4ya7irmkoi4ahyoupscpx5zaeoq676skawsimf7acbvdfvm4,"If anything can kill Riot, this is it. When the gambling becomes centralized, the pro circuit becomes the only thing that matters and that is never sustainable. 

Activision Blizzard ass decision",,No
bafyreick4dmmzw3eaxydhpmgnlxbsjy3upi7d2zedcxt75ducsmm5uolgq,There have been several tedious trolls popping up recently - several blocks in the last few days of accounts claiming fossil fuels are not the cause of climate change 😬,[2] Fossil Fuels; [2] Climate Change Communication and Public Perception,Yes
bafyreib7dhplusz3sgm734obbljmp2xx7sa3xrlvi6hqk6g77eukz2g4tq,Yet another dangerous aspect of life in The Petrocene (@johnvaillant.bsky.social's excellent term) aka Petropyrocene (my term combining John's term and @sjpyne.bsky.social's Pyrocene). Not just climate change from our fossil fuel use but also how many everyday items are made of petroleum products.,[2] Fossil Fuels; [2] Climate Change; [2] Climate and Environment,Yes
bafyreiabmpcr3uuz4pa7mqb6vjpzdyom4dzzx6yefrznavtoxhvfruqasm,"✨🤲 That's important. Because we need real change. I understand you're scared. It makes sense. 

We are so many who are also looking for the solution, so that living on this planet will be a good and fair and sustainable thing.

You have billions of others who just like you care about this fight.",[1] Sustainable Development; [2] Climate and Environment,Yes
bafyreicgqcdun6lcjx74eywx276et7bavnswtfjjseera4cklq5rvzakca,"If the national energy market is retargetted at Nuclear, turning off a few solar panels is the least of the causes for a death spiral.",[1] Energy; [2] Renewable Energy,Yes
bafyreian5zkhy77agtpyd5srwidjtx2atuf3epheju26z2jsk67u2vvxny,EPA Greenhouse-Gas Reversal Is Lee Zeldin’s $87 Trillion Mistake - Bloomberg www.bloomberg.com/opinion/arti...,"[1] Energy  
[2] Energy Policy and Transition; [1] Environment  
[2] Climate Change; [1] Social Justice  
[2] Climate Justice",Yes
bafyreign5tkthkxtiygcjuolu4x43p5tteiq4atqj3pmcmae57a7icunpa,"I believe that the economics of clean versus dirty energy will for the most part ""win"" out even while Republicans are in power in D.C. since money trumps politics for most investors except the most ideological or idealistic in terms of early adopters of cleantech.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreigzi7qulmd46tphvb2fg7k3izzgqvelsjuvjxwixcfdl5cm5cafle,"Maybe read up on all the climate change deniers and you'll realize it's propped up by Oil and Gas oligarchies connected to Charles Koch and Koch Industries, Ezra Levant's ""Ethical Oil"" and the corrupt UCP, CPC and PC governments in Alberta/Canada/Ontario 
www.desmog.com/alliance-for...",[2] Fossil Fuels; [2] Climate Change Communication and Public Perception; [2] Environmental Policy and Governance,Yes
bafyreibc4rpczuowj3wh53sximxusozh75r2gvbayr7wocbttb3c4zrlxe,"Attention Board Directors! As a Board Director, I’m well aware Company Boards have been paying serious attention to the reality of climate change and its impact on business. Now new meaningful climate laws of direct relevance to Directors come into effect in Australia. www.abc.net.au/news/2025-01...",[2] Climate Change Policy and Regulation; [1] Climate Science,Yes
bafyreiclkbxqn2afb77g2xyqclhglxkxnwqnyerejpsosqhw5e7dvafcdu,"americans are about to find out how many “green new deal” programs fund road construction, the building of critical infrastructure, and keeping the power grid up

safe drinking water, clean school buses, grants to family farmers… the evils of what they call the green new deal",[1] Energy; [2] Renewable Energy; [2] Sustainable Infrastructure and Mobility; [2] Social and Economic Sustainability; [2] Environmental Policy and Governance,Yes
bafyreig6kijkur6cl2epdr477f25k27uqifatemqjfvd7l7kdzrsoitcju,The Unitied Conservative Party of Alberta makes this evil woman richer.  Climate change is drying up our water supplies in southern Alberta.  This coal mine will both use vast quatities of water while poisoning the water that runs out the mine.  Canadian voters make stupid choices too.,[2] Fossil Fuels; [2] Pollution; [2] Climate Change; [2] Environmental Impact on Society and Health,Yes
bafyreigl2a62h2t5g6aaindihoqj5abhx4vi6d7aydtxhg7euxo7ymidtm,"What we know about fossil fuel subsidies in Canada:

Billions are given to oil and gas corporations each year, including loans, tax breaks and more. Exactly how many billions is a matter of debate.

Article BASE thread 🧵 (12 min) 📖🍿🔊 @jennyyeremiy.bsky.social",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreifomg56l2kayqmocrvn2cqworih7ox65x75ws3yz3m3cs6nk4fn6q,"Trump & Vance go on about free speech 
Yet associated press is banned from air force 1 and White House press briefings because they use the term
Gulf of Mexico
Trump had banned any climate change terminology from the USA environmental agency.",[2] Environmental Policy and Governance; [2] Climate Change Communication and Public Perception,Yes
bafyreicgliuuedabh3ora34nsvjskuhtdfbg4uv7dzpt24kcottslwbiqa,Good thing that climate change is a hoax!! According to the functional idiot currently occupying OUR WHITE HOUSE!!,[2] Climate Change Communication and Public Perception,Yes
bafyreihndfdir2ag6zafp4oevfdqxitv2u2mn2qtegvavfqey3qrpuzy4i,"Arguably even more so, given that nuclear works very well without a fossil fuel backup. Unless there is a technological breakthrough, intermittent renewable generation is just a transitory tech on the way to a fully decarbonized grid/economy.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreidwvzhoz6trfanx5ek2eqe26q55ldskdcdp7dotyxv3ia2btjvmsi,"I should have clarified: my mom and dad were born in the same fading coal-mining town I was. Both descended from Gaelic-speaking Highlanders who came to Canada around 1800 -  1820.

In 1951, Dad came to Detroit looking for work (largest export of Cape Breton at the time: Cape Bretoners)...",[2] Fossil Fuels,Yes
bafyreidwsy3aofw6etr7wja2m2po7cfjvjfuezlvhfwkhz6cm3kvmkaa44,"The US is already energy independent. You don't know what the fuck you're talking about.

Also, drilling more oil is not a good thing.",[2] Fossil Fuels; [1] Energy,Yes
bafyreievo75jizjcxp75xix75khw6vf3rve43dqlkaygwixdec4f5x2ije,Presently sure. Climate change is a cumulative disaster and its western culture that drove almost all of it.,[1] Environment; [2] Climate Change,Yes
bafyreifgdh6vsicnpuoudwnbswsqp7yyeqbb6yyaythnspl7tdhzbmdswu,"Dr. Yan Zhang, #MemorialU, is leading research to better understand rare earth element deposits which are critical for clean energy, tech, and national security!

Read more about Dr. Zhang's research in the Gazette.⬇️
ow.ly/QkP150W8o4H",[2] Renewable Energy,Yes
bafyreigwfkh6qc6q5h2a247f75w7gvbsxlpvhjhebjs3xvf5wbadx2n6ha,"It is predictable & foreseeable — that the loss of life from these climate-fuelled disasters will likely accelerate as climate chaos intensifies, the culpability of fossil fuel companies rests on a growing body of evidence. companies have understood the dangers of their products for decades.""",[2] Climate Change; [2] Fossil Fuels,Yes
bafyreih23sftmaoaphs6qilfno54tiepudx3xbxafbrylo5y4cbzycjhgm,"I thank God that, what with all the crud & pollution in those waters, all the effluent & runoff, all those a**holes in noisy boats chasing after ""big fish"" & interfering with big fishes' sonar, that there is even a thread called Puget Sound whale sightings.
Thank God there are still #whales to sight",[1] Environment; [2] Pollution; [2] Environmental Impact on Society and Health; [2] Climate and Environment,Yes
bafyreiaxmmhdq4g5xcfei7nedhkp4qzfwmwez2jlmctpzdlobwkb4fvxze,"Being a climate change denialist is one thing. It just means you are ignorant.

This is worse. This is actively assisting climate change. This is malicious. Trump is trying to hurt mankind.",[2] Climate Change Communication and Public Perception,Yes
bafyreieojmjnb6afp23d5twiec47sjlmx6yrzyl3khz55szr56an67apom,"The innovation lies in the fact that the train can be powered by renewable energy, unlike airplanes, and that passengers can board it directly from the city center. This offers a real advantage over air travel.",[2] Renewable Energy; [2] Sustainable Infrastructure and Mobility,Yes
bafyreiho5ygmyh6b2pfbnvysfl47htk5snstrxklszl73zqc7qh7krpn3e,I love X-Men. I love the X-Men movies! We DO NOT NEED THIS. I’m sorry the MCU got derailed because Jonathan majors is awful but wow is nostalgia bait not the way forward for me. It is not sustainable and none of this will be compelling on screen.,,No
bafyreia76ifxgvaxfo3ruzjlffoivuekfy22qzrf5my7aqq6v2br3fshle,"Elon could have been a hero.
He could have fed the hungry and helped the homeless.
He could have funded cancer research.
He could have researched innovative ways to save the environment and decrease plastic pollution.

Instead, he has fought each and every one of these. 
He sees them as waste/fraud.",[1] Environment; [2] Pollution; [1] Social Justice; [2] Health,Yes
bafyreieo4x6v6rcq57acy5tuwxw7vwu6cev55p2ds2lh2nwit6hbpohoo4,"Looks like it's literally just batteries. Which, to be clear, I think are a really important part of a 100% renewables energy grid, but absolutely not when Shell is involved and not when we have oil and gas producing 'base load'.

So yup i agree it's
🚨 GREENWASHING 🚨

www.shell.com/shellenergy/...",[2] Renewable Energy; [2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreidn3as53mfsvzg22rpsv564sa6htl5fh36ry4ckfieecdqp4rhrs4,"Seriously though. 

How many years in a row is the govt going to blame farmers for their financial mismanagement? (While also actively working to undermine efforts to respond to climate change?) 

Do farmers mind repeatedly being the scapegoat? 

www.cbc.ca/news/canada/...",[1] Agriculture; [2] Environmental Policy and Governance; [2] Climate Change,Yes
bafyreiclyzlesqgiucgexvkqz5j5n6adc67ruwroafdkftj7cgelytly5m,"Will ""making clean energy cheap"" eventually make fossil fuels history? 

As @frontiertony.bsky.social writes, that's not a sure thing -especially if we're producing lots of cheap fossil fuels, too. frontiergroup.org/articles/cle...",[2] Renewable Energy; [2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreiemmm5flxhlwda6eglenw67mqfszm334w452k3dzzye4zfpqopky4,"The divestment of staff and sustainability programs at USDA isn’t just a budget cut; it could be a direct threat to the nation’s food system. Experts warn of unsafe food and an industry forced to adapt to climate change with less scientific insight.
investigatemidwest.org/2025/07/16/f...",[1] Agriculture; [2] Sustainable Agriculture; [2] Climate Change,Yes
bafyreif7ph6syvfy233yhuvx4bb7gl7khefp6fcxccbqahjc3wgqcecfxq,"The high cost of climate change:

3 deaths (Austin: 23°F, Atlanta: 15°F), 2,000+ flights canceled, 3,200 delays, power outages, crop losses, school closures. States of emergency in FL, AL, GA, LA, MS. Frozen pipes, iced roads, overwhelmed hospitals, empty shelves, fuel shortages, billions lost.",[1] Environment; [2] Climate Change; [2] Disaster Management; [2] Environmental Impact on Society and Health,Yes
bafyreicinz5mriifjztrevu2uc2y7cm2qordq42p5nf65ofnlx5d7hyifm,"We know they’ll just stop the feed in, but no reason to not tell voters that the LNP’s energy plan includes turning your solar off during the day. 
It’s exactly what the LNP would do with a Labor message.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreigzq34lwwli7wcaa3arrnhbssr322d2xv5v2hdjkyz7ztycd6egda,"FYI, climate change is a global phenomenon. So move where? Mars?",[2] Climate Change Communication and Public Perception,Yes
bafyreihodqmbjsxj7p6qmubnv6e4d32zio2i34diyoydepje5yfmlasdvy,Totally. And what usually ends up happening is the frequent sick time & absences lead to excess work for those who take precautions like masks and aren't sick. It's not sustainable,[1] Health,Yes
bafyreihxf4cluodiawvudurwi4ak7oobrjs7uedrvlboji43tsr3xlnxaq,a next generation wrecking ball. This will not assist in Climate change mitigation - it will become the lynch pin of collapse.,[2] Climate Change,Yes
bafyreicsrdpyd5xtfpeyosjdz65pvhn6j5ve6mhvxhajpzd2mlj7oj5vxq,"Yeah, some of that ""diversity"" involves aliens, pollution that magically has no effect, and a flat/hollow/round/cylindrical earth that's the center of the universe (or not), the only place with life (or not), and 6,000 years old (or not).",[2] Climate Change Communication and Public Perception,No
bafyreicxlfsllqtrkzwoe2zuv4652hxn2qhkti3aibranxl77feago3aqm,"Happy Capitalism Everyone!

Were the rich 1% gets the world fucked up for the loose change in pockets of the Working Class

#politics #climate #environment #CLFpartner #news #RCI #RCA #revolutionarycommunistsofamerica #revolutionarycommunistsinternational
@revcomintern

youtube.com/shorts/4tzZM...",[1] Social Justice; [2] Climate Justice; [2] Economic and Social Equity,Yes
bafyreifx4tn2by2gxp3ty7lnehhkhpuwn5y3kzgdbbs3mrgtsth27ekmhu,"Prediction: a decade of horror (even if there's only one GOP term) including an economic collapse, followed by a restructuring of American democracy and the erection of a socdem welfare state and massive industrial investments, just in time to be too late to really deal with global warming.",[1] Energy; [2] Energy Policy and Transition; [1] Environment; [2] Climate Change; [2] Climate Change Policy and Regulation,Yes
bafyreicmhrlrnofpzuqz6x3k3wg24cxtbzlkw5mdtgwha5uoiqqydjvoim,I haven't been particularly well in the last year and now I only have the energy to grumpy clean.,,No
bafyreicp56aid7245avoevir47xkt3ovcqwhqrdhynq5p6adiql4ndvrj4,"If only Farage had been called out more during LEs he’d not have done so well here either . He’s at odds with many of reform folk eg on Renewable energy and Ukraine support (a partially local issue: flags plus refugee support) 

bsky.app/profile/tani...",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreie2q4m6udwi26ehm3a2l2mnulkhma6t2yj2osohw2422kxka3ih7u,"The European Greenwashing project
A €5.4 billion fund for green projects... 
που πάνε τα χρήματα των Ευρωπαίων;
“policy briefs or other research papers,” and holding “workshops, conferences, trainings or awareness raising campaigns...
#ΕΛΛΗΝΙΚΗ_ΛΥΣΗ 
www.politico.eu/article/euro...",[2] Renewable Energy; [2] Energy Policy and Transition,No
bafyreigsqpgqgu7j5q73b367yjutir22c6kteqvxipx5265zvcljbpjafa,"Mohamed Adow, director of the Power Shift Africa thinktank, said: “This [summit] has been a disaster for the developing world. It’s a betrayal of both people and planet, by wealthy countries who claim to take climate change seriously.

www.theguardian.com/environment/... 

#cop28 #Africa #oil",[1] Environment; [2] Climate Change; [2] Climate Justice,Yes
