cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreian5zkhy77agtpyd5srwidjtx2atuf3epheju26z2jsk67u2vvxny,EPA Greenhouse-Gas Reversal Is Lee Zeldin’s $87 Trillion Mistake - Bloomberg www.bloomberg.com/opinion/arti...,Climate rollbacks,Climate rollbacks,44,"lot, next, little, coming, guy","zeldin, lee zeldin, lee, administrator, administrator lee, epa, epa administrator, heart climate, change religion, dagger",99_zeldin_lee zeldin_lee_administrator,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreign5tkthkxtiygcjuolu4x43p5tteiq4atqj3pmcmae57a7icunpa,"I believe that the economics of clean versus dirty energy will for the most part ""win"" out even while Republicans are in power in D.C. since money trumps politics for most investors except the most ideological or idealistic in terms of early adopters of cleantech.",Clean Energy Push,Renewable Energy Momentum,99,"energy, clean, renewable, green, bill","tax credits, energy tax, big beautiful, credits, inflation reduction, reduction act, senate, ira, tax, districts",28_tax credits_energy tax_big beautiful_credits,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreigzi7qulmd46tphvb2fg7k3izzgqvelsjuvjxwixcfdl5cm5cafle,"Maybe read up on all the climate change deniers and you'll realize it's propped up by Oil and Gas oligarchies connected to Charles Koch and Koch Industries, Ezra Levant's ""Ethical Oil"" and the corrupt UCP, CPC and PC governments in Alberta/Canada/Ontario 
www.desmog.com/alliance-for...",Oil's Deceptive Greed,Fossil fuel deception,36,"oil, drilling, gas, price, trump",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibc4rpczuowj3wh53sximxusozh75r2gvbayr7wocbttb3c4zrlxe,"Attention Board Directors! As a Board Director, I’m well aware Company Boards have been paying serious attention to the reality of climate change and its impact on business. Now new meaningful climate laws of direct relevance to Directors come into effect in Australia. www.abc.net.au/news/2025-01...",Climate justice action,Corporate Climate Accountability,74,"two, challenge, thought, key, longer",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreiclkbxqn2afb77g2xyqclhglxkxnwqnyerejpsosqhw5e7dvafcdu,"americans are about to find out how many “green new deal” programs fund road construction, the building of critical infrastructure, and keeping the power grid up

safe drinking water, clean school buses, grants to family farmers… the evils of what they call the green new deal",Wealth vs. Welfare,Fossil fuel deception,89,"green, deal, new, matter, vote","new deal, green new, deal, dems, democrats, green, medicare, party, dems need, weird",24_new deal_green new_deal_dems,TRUE,TRUE,TRUE,FALSE,Yes,Yes,No,Yes,,,,
bafyreig6kijkur6cl2epdr477f25k27uqifatemqjfvd7l7kdzrsoitcju,The Unitied Conservative Party of Alberta makes this evil woman richer.  Climate change is drying up our water supplies in southern Alberta.  This coal mine will both use vast quatities of water while poisoning the water that runs out the mine.  Canadian voters make stupid choices too.,End fossil fuels,Climate rollbacks,42,"water, use, resource, ecosystem, corporate","canada, carney, canadian, alberta, canadians, smith, poilievre, cdnpoli, mark carney, ottawa",8_canada_carney_canadian_alberta,TRUE,FALSE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreigl2a62h2t5g6aaindihoqj5abhx4vi6d7aydtxhg7euxo7ymidtm,"What we know about fossil fuel subsidies in Canada:

Billions are given to oil and gas corporations each year, including loans, tax breaks and more. Exactly how many billions is a matter of debate.

Article BASE thread 🧵 (12 min) 📖🍿🔊 @jennyyeremiy.bsky.social",Oil's Deceptive Greed,Oil's Deceptive Greed,65,"billion, fucking, subsidy, lol, room","canada, carney, canadian, alberta, canadians, smith, poilievre, cdnpoli, mark carney, ottawa",8_canada_carney_canadian_alberta,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreifomg56l2kayqmocrvn2cqworih7ox65x75ws3yz3m3cs6nk4fn6q,"Trump & Vance go on about free speech 
Yet associated press is banned from air force 1 and White House press briefings because they use the term
Gulf of Mexico
Trump had banned any climate change terminology from the USA environmental agency.",MAGA Climate Deception,Science under attack,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicgliuuedabh3ora34nsvjskuhtdfbg4uv7dzpt24kcottslwbiqa,Good thing that climate change is a hoax!! According to the functional idiot currently occupying OUR WHITE HOUSE!!,MAGA Climate Deception,MAGA Climate Deception,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreihndfdir2ag6zafp4oevfdqxitv2u2mn2qtegvavfqey3qrpuzy4i,"Arguably even more so, given that nuclear works very well without a fossil fuel backup. Unless there is a technological breakthrough, intermittent renewable generation is just a transitory tech on the way to a fully decarbonized grid/economy.",Anti-renewable hypocrisy,Renewable Energy Momentum,94,"eu, europe, trade, responsible, win","renewables, renewable, wind solar, renewable energy, wind, cost, hydro wind, cost energy, fuels, 2507",31_renewables_renewable_wind solar_renewable energy,FALSE,TRUE,TRUE,FALSE,No,No,No,No,,,,
bafyreidwvzhoz6trfanx5ek2eqe26q55ldskdcdp7dotyxv3ia2btjvmsi,"I should have clarified: my mom and dad were born in the same fading coal-mining town I was. Both descended from Gaelic-speaking Highlanders who came to Canada around 1800 -  1820.

In 1951, Dad came to Detroit looking for work (largest export of Cape Breton at the time: Cape Bretoners)...",End fossil fuels,Fossil fuel corruption,33,"car, shift, came, agenda, ending","coal mining, coal, mining, miners, slopes, eastern slopes, mining coal, mines, eastern, alberta",12_coal mining_coal_mining_miners,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreidwsy3aofw6etr7wja2m2po7cfjvjfuezlvhfwkhz6cm3kvmkaa44,"The US is already energy independent. You don't know what the fuck you're talking about.

Also, drilling more oil is not a good thing.",Fossil fuel deception,Oil's Deceptive Greed,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreievo75jizjcxp75xix75khw6vf3rve43dqlkaygwixdec4f5x2ije,Presently sure. Climate change is a cumulative disaster and its western culture that drove almost all of it.,Capitalism's climate doom,Capitalism's climate doom,64,"climate, change, risk, study, fact","change climate, hell climate, humanity, people die, sure climate, mention climate, change isn, extinction, human society, destiny",10_change climate_hell climate_humanity_people die,TRUE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreifgdh6vsicnpuoudwnbswsqp7yyeqbb6yyaythnspl7tdhzbmdswu,"Dr. Yan Zhang, #MemorialU, is leading research to better understand rare earth element deposits which are critical for clean energy, tech, and national security!

Read more about Dr. Zhang's research in the Gazette.⬇️
ow.ly/QkP150W8o4H",Climate action collaboration,Renewable Energy Momentum,26,"earth, used, international, leading, produce",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,No,No,Yes,No,,,,
bafyreigwfkh6qc6q5h2a247f75w7gvbsxlpvhjhebjs3xvf5wbadx2n6ha,"It is predictable & foreseeable — that the loss of life from these climate-fuelled disasters will likely accelerate as climate chaos intensifies, the culpability of fossil fuel companies rests on a growing body of evidence. companies have understood the dangers of their products for decades.""",Climate legal accountability,Climate-fueled wildfires,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,Yes,Yes,,,,
bafyreih23sftmaoaphs6qilfno54tiepudx3xbxafbrylo5y4cbzycjhgm,"I thank God that, what with all the crud & pollution in those waters, all the effluent & runoff, all those a**holes in noisy boats chasing after ""big fish"" & interfering with big fishes' sonar, that there is even a thread called Puget Sound whale sightings.
Thank God there are still #whales to sight",Marine climate crisis,Water pollution crisis,61,"system, data, join, month, center",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreiaxmmhdq4g5xcfei7nedhkp4qzfwmwez2jlmctpzdlobwkb4fvxze,"Being a climate change denialist is one thing. It just means you are ignorant.

This is worse. This is actively assisting climate change. This is malicious. Trump is trying to hurt mankind.",MAGA Climate Deception,MAGA Climate Deception,50,"mean, climate, party, change, drill","denial, climate denial, denialism, change denial, conspiracy, change hoax, explaining, hoax, deny climate, science",17_denial_climate denial_denialism_change denial,FALSE,TRUE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreieojmjnb6afp23d5twiec47sjlmx6yrzyl3khz55szr56an67apom,"The innovation lies in the fact that the train can be powered by renewable energy, unlike airplanes, and that passengers can board it directly from the city center. This offers a real advantage over air travel.",Clean Energy Push,Aviation decarbonization,99,"energy, clean, renewable, green, bill","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,TRUE,TRUE,TRUE,TRUE,Yes,No,No,Yes,,,,
bafyreiho5ygmyh6b2pfbnvysfl47htk5snstrxklszl73zqc7qh7krpn3e,I love X-Men. I love the X-Men movies! We DO NOT NEED THIS. I’m sorry the MCU got derailed because Jonathan majors is awful but wow is nostalgia bait not the way forward for me. It is not sustainable and none of this will be compelling on screen.,Independent investigative journalism,Climate unease,20,"health, care, anything, social, increase","movie, film, movies, chung, movie climate, mentioning climate, felt, films, mentioning, presents",83_movie_film_movies_chung,FALSE,FALSE,FALSE,FALSE,No,Yes,No,No,,,,
bafyreia76ifxgvaxfo3ruzjlffoivuekfy22qzrf5my7aqq6v2br3fshle,"Elon could have been a hero.
He could have fed the hungry and helped the homeless.
He could have funded cancer research.
He could have researched innovative ways to save the environment and decrease plastic pollution.

Instead, he has fought each and every one of these. 
He sees them as waste/fraud.",Science under attack,Science under attack,45,"could, cost, source, instead, would",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreieo4x6v6rcq57acy5tuwxw7vwu6cev55p2ds2lh2nwit6hbpohoo4,"Looks like it's literally just batteries. Which, to be clear, I think are a really important part of a 100% renewables energy grid, but absolutely not when Shell is involved and not when we have oil and gas producing 'base load'.

So yup i agree it's
🚨 GREENWASHING 🚨

www.shell.com/shellenergy/...",Greenwashing deception,Greenwashing deception,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreidn3as53mfsvzg22rpsv564sa6htl5fh36ry4ckfieecdqp4rhrs4,"Seriously though. 

How many years in a row is the govt going to blame farmers for their financial mismanagement? (While also actively working to undermine efforts to respond to climate change?) 

Do farmers mind repeatedly being the scapegoat? 

www.cbc.ca/news/canada/...",End fossil fuels,Climate rollbacks,93,"give, kill, try, reform, mind","farmers, crops, yields, food supply, agriculture, agricultural, farmer, food, agricultural practices, wheat",39_farmers_crops_yields_food supply,FALSE,TRUE,TRUE,FALSE,Yes,Yes,Yes,No,,,,
bafyreiclyzlesqgiucgexvkqz5j5n6adc67ruwroafdkftj7cgelytly5m,"Will ""making clean energy cheap"" eventually make fossil fuels history? 

As @frontiertony.bsky.social writes, that's not a sure thing -especially if we're producing lots of cheap fossil fuels, too. frontiergroup.org/articles/cle...",Clean Energy Push,EV transition barriers,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreiemmm5flxhlwda6eglenw67mqfszm334w452k3dzzye4zfpqopky4,"The divestment of staff and sustainability programs at USDA isn’t just a budget cut; it could be a direct threat to the nation’s food system. Experts warn of unsafe food and an industry forced to adapt to climate change with less scientific insight.
investigatemidwest.org/2025/07/16/f...",Climate injustice exposed,Water pollution crisis,56,"climate, change, scientist, war, expert",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreif7ph6syvfy233yhuvx4bb7gl7khefp6fcxccbqahjc3wgqcecfxq,"The high cost of climate change:

3 deaths (Austin: 23°F, Atlanta: 15°F), 2,000+ flights canceled, 3,200 delays, power outages, crop losses, school closures. States of emergency in FL, AL, GA, LA, MS. Frozen pipes, iced roads, overwhelmed hospitals, empty shelves, fuel shortages, billions lost.",Climate injustice exposed,Deadly Heat Crisis,98,"around, lost, texas, south, killing",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreicinz5mriifjztrevu2uc2y7cm2qordq42p5nf65ofnlx5d7hyifm,"We know they’ll just stop the feed in, but no reason to not tell voters that the LNP’s energy plan includes turning your solar off during the day. 
It’s exactly what the LNP would do with a Labor message.",End fossil fuels,EV transition barriers,30,"economy, run, set, standard, went","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,FALSE,TRUE,FALSE,TRUE,No,No,No,No,,,,
bafyreigzq34lwwli7wcaa3arrnhbssr322d2xv5v2hdjkyz7ztycd6egda,"FYI, climate change is a global phenomenon. So move where? Mars?",Science under attack,Climate rollbacks,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreihodqmbjsxj7p6qmubnv6e4d32zio2i34diyoydepje5yfmlasdvy,Totally. And what usually ends up happening is the frequent sick time & absences lead to excess work for those who take precautions like masks and aren't sick. It's not sustainable,Cleaning fatigue,Cleaning fatigue,25,"cut, already, fight, etc, infrastructure","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreihxf4cluodiawvudurwi4ak7oobrjs7uedrvlboji43tsr3xlnxaq,a next generation wrecking ball. This will not assist in Climate change mitigation - it will become the lynch pin of collapse.,Capitalism's climate doom,Fossil Fuel Overreach,15,"climate, change, reality, yeah, oh","change climate, hell climate, humanity, people die, sure climate, mention climate, change isn, extinction, human society, destiny",10_change climate_hell climate_humanity_people die,TRUE,TRUE,FALSE,FALSE,No,Yes,Yes,No,,,,
bafyreicsrdpyd5xtfpeyosjdz65pvhn6j5ve6mhvxhajpzd2mlj7oj5vxq,"Yeah, some of that ""diversity"" involves aliens, pollution that magically has no effect, and a flat/hollow/round/cylindrical earth that's the center of the universe (or not), the only place with life (or not), and 6,000 years old (or not).",Science under attack,Science under attack,26,"earth, used, international, leading, produce",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicxlfsllqtrkzwoe2zuv4652hxn2qhkti3aibranxl77feago3aqm,"Happy Capitalism Everyone!

Were the rich 1% gets the world fucked up for the loose change in pockets of the Working Class

#politics #climate #environment #CLFpartner #news #RCI #RCA #revolutionarycommunistsofamerica #revolutionarycommunistsinternational
@revcomintern

youtube.com/shorts/4tzZM...",Capitalism's climate doom,Wealth vs. Welfare,3,"climate, change, real, believe, feel","capitalism, rich, billionaires, private jets, billionaires earth, jets, rich people, compounds, prioritizes, vid",47_capitalism_rich_billionaires_private jets,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreifx4tn2by2gxp3ty7lnehhkhpuwn5y3kzgdbbs3mrgtsth27ekmhu,"Prediction: a decade of horror (even if there's only one GOP term) including an economic collapse, followed by a restructuring of American democracy and the erection of a socdem welfare state and massive industrial investments, just in time to be too late to really deal with global warming.",Capitalism's climate doom,Capitalism's climate doom,88,"global, warming, course, ice, half",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicmhrlrnofpzuqz6x3k3wg24cxtbzlkw5mdtgwha5uoiqqydjvoim,I haven't been particularly well in the last year and now I only have the energy to grumpy clean.,Cleaning fatigue,Cleaning fatigue,99,"energy, clean, renewable, green, bill","energy clean, shower, apartment, oven, kitchen, having clean, clean room, cat, clean, cleaning",30_energy clean_shower_apartment_oven,FALSE,FALSE,TRUE,TRUE,No,Yes,No,Yes,,,,
bafyreicp56aid7245avoevir47xkt3ovcqwhqrdhynq5p6adiql4ndvrj4,"If only Farage had been called out more during LEs he’d not have done so well here either . He’s at odds with many of reform folk eg on Renewable energy and Ukraine support (a partially local issue: flags plus refugee support) 

bsky.app/profile/tani...",Green Energy Sovereignty,Anti-renewable hypocrisy,49,"many, money, cause, people, climate","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,FALSE,FALSE,TRUE,FALSE,No,No,Yes,No,,,,
bafyreie2q4m6udwi26ehm3a2l2mnulkhma6t2yj2osohw2422kxka3ih7u,"The European Greenwashing project
A €5.4 billion fund for green projects... 
που πάνε τα χρήματα των Ευρωπαίων;
“policy briefs or other research papers,” and holding “workshops, conferences, trainings or awareness raising campaigns...
#ΕΛΛΗΝΙΚΗ_ΛΥΣΗ 
www.politico.eu/article/euro...",Greenwashing deception,Greenwashing deception,52,"denial, latest, drive, bring, paper",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreigsqpgqgu7j5q73b367yjutir22c6kteqvxipx5265zvcljbpjafa,"Mohamed Adow, director of the Power Shift Africa thinktank, said: “This [summit] has been a disaster for the developing world. It’s a betrayal of both people and planet, by wealthy countries who claim to take climate change seriously.

www.theguardian.com/environment/... 

#cop28 #Africa #oil",Fossil fuel deception,Climate injustice exposed,48,"climate, said, change, forward, talking",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,Yes,No,,,,
bafyreicjt35x2xdi625n5cn6c2l5qggxue6s7df6mjsudiey3ami6yagzi,"Sustainable fashion > hyper-fast fashion trends. ♻️ 

Join us for a night of hands-on creativity with a clothing swap, junk journaling, mending workshops, and more! We’re spotlighting local artists and changemakers who know how to give things a 2nd (or 3rd) life. Tix here: bit.ly/3Ii1vbL",Sustainable luxury fashion,Sustainable luxury fashion,21,"week, generation, past, happen, per","fashion, sustainable fashion, cutt ly, cutt, eco friendly, eco, clothing, sustainablefashion, friendly, shop",29_fashion_sustainable fashion_cutt ly_cutt,FALSE,TRUE,TRUE,TRUE,No,Yes,No,No,,,,
bafyreicoairkruod4rjer4kmrt3ipw76dnj4fjo43ntx4bmse4o3g67a2y,"Climate change insta roadblock
holy fuck",Climate injustice exposed,Climate unease,64,"climate, change, risk, study, fact",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreihxdsemja5chgxw57buaaghz53gu3pn33rhjx5vhj7yf2pinn4z7a,"'Thanks to climate change, opinion season on Bluesky is an almost year-round event, putting constant stress on the Discourse environment.'",Climate unease,Climate unease,7,"development, love, working, free, sustainable","bluesky, social spoke, new bluesky, social like, bsky, sheffield, bsky social, nj, alex, social",101_bluesky_social spoke_new bluesky_social like,FALSE,FALSE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreid6ahm533mihkmvkwnzl3qcb4iuby5iosyda7gb7tr62t24pk526m,"1. The site you link to actively and fundamentally opposes nuclear power

2. The average build time of a nuclear power plant is 5 years. Compared to the amount of clean energy they produce thats amazing.

3. The french build 50 nuclear power plants over 15 years. In the 70s.",Water resilience,Renewable Energy Momentum,91,"power, nuclear, million, capitalism, u","nuclear, nuclear power, fusion, reactors, nuclear waste, smrs, nuclear energy, reactor, nuclear reactors, lnp",36_nuclear_nuclear power_fusion_reactors,FALSE,TRUE,TRUE,FALSE,No,Yes,No,No,,,,
bafyreif5go5jd565d6ikoxa67fgl5gjpm5gipzzbmwsaqlvnog7jom67nq,"The upside to flying being scary and expensive is that it reduces greenhouse gas production 

Just looking for silver linings here",EV transition barriers,Aviation decarbonization,90,"emission, state, gas, greenhouse, administration","aviation, sustainable aviation, aviation fuel, flights, saf, heathrow, planes, airport, airlines, fly",34_aviation_sustainable aviation_aviation fuel_flights,TRUE,TRUE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiewt3qmgbuenha7vxtbunfyru5kvvlj44gcnco2mukzwhanrjdere,"You climate destroying corrupt fossil fuel party clowns would think that about community selected independents who actually work for their constituents, wouldn't you.",End fossil fuels,Fossil fuel corruption,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreicbgogzlg3gxlctkhepbcywtcp5n2xyilmaut6ssqbgd5xp7qxch4,"Which will cause earthquakes when the reservoirs become empty, like with fracking.

They've got to go for the most expensive solutions, when the least expensive solutions (like desalinization plants) are readily available.

#stupid
#FAFO",Oil's Deceptive Greed,Water resilience,83,"high, least, book, saying, kid","fracking, earthquakes, fracking waste, wastewater, pennsylvania, hydraulic, shale, earthquake, ohio, tap water",11_fracking_earthquakes_fracking waste_wastewater,FALSE,TRUE,FALSE,TRUE,No,No,Yes,No,,,,
bafyreia53focfrbq5qbcsyy2lv2smh72bsaiec5qmxdpjzfb72x3vndvke,"Huge loss for creating jobs, reducing pollution and modernizing American manufacturing.",Fossil Fuel Overreach,Renewable Energy Momentum,81,"pollution, air, city, show, focus","tariffs, tariff, manufacturing, net co2, trump tariff, tariff trump, trump tariffs, trump stop, coast coast, powell",58_tariffs_tariff_manufacturing_net co2,FALSE,FALSE,FALSE,FALSE,No,No,No,Yes,,,,
bafyreifjku7bioomw3s6xjwajcdh6n7vmwcqgr2ib3hqbm6mkt6w7qovy4,"👋🏻 friend!

Leading a team of incredible watchdogs who are digging up all the ways utilities are blocking the clean energy transition.",Clean Energy Push,EV transition barriers,99,"energy, clean, renewable, green, bill","enkiai, clean energy, cleanenergy, energy stocks, clean, renewableenergy info, enkiai com, contact enkiai, cleanenergy info, enkiai insights",25_enkiai_clean energy_cleanenergy_energy stocks,TRUE,FALSE,FALSE,TRUE,Yes,Yes,No,No,,,,
bafyreia5veddkrw2ydabidfyyvrgpqktv4mj4cqrcp7nzzgcw3vvxz6qpq,"This is a crisis of our true history, records of climate change, etc., etc..",Climate legal accountability,Climate unease,51,"climate, change, issue, crisis, article",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiexmcaitxmks3ws3phb4lbbbkzukkyui5vwruzbet4qfxnh44o3da,"The Norfolk coast & The Wash play a critical role in global bird migration, serving as a vital feeding ground & nesting site for rare & threatened species such as terns and wading birds.

It is a race against time & tide to clear up plastic nurdle pollution before it kills or maims wildlife.",Water resilience,Deforestation & Wildlife Crisis,23,"role, region, university, significant, play",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreibuoakrqspsbdti7vgss2kadxzooyi4ucmrrvmu72rqm754svoyzq,"Kukulkan goddess of wind and solar energy

Quite the explosive combination

#fateGO #fate #kukulkan #fart #fanart",Starry night preservation,Water resilience,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreifip3eyjqfxsvsbkwvma33r5xgd2jkx4zupmxxio7sbu7jxlp534i,"declining fertility rate is a good thing anywhere. There are 6 billion too many people. The ecology cannot sustain it. We're about to enter a period of much difficulty in agriculture due to climate change. Famine will come to places where it's never  been before. 

And--we don't deserve this planet.",EV transition barriers,Climate unease,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiauel7pfqavy7ln5zlnmsjupavl4y36mtrtxgpvcqoayo6w5xuinm,"Bad News First: Global warming is causing more flooding resulting in more drownings. 
Good News: You can use the plastic soda bottle garbage polluting the waterways to float in so you don’t drowned! 

Oh, and learn how to swim!

🤔😑🫠",Climate injustice exposed,Water pollution crisis,46,"good, uk, news, bad, climate",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiaawno27ufywdou4tx5lspjos4vbq2s7bka2banwmfg2pdskonq3q,"True, honestly he was borderline insufferable... I'm glad he quit the unserious bits... It eventually wasn't a good look nor sustainable. 

🫂 I'm glad to know, I'm sure you looked amazing. Its always people whose experience is the closest to you that kinda hold you to a restrictive standard.",Cleaning fatigue,Climate unease,47,"thing, something, change, climate, actually","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,FALSE,FALSE,No,No,No,Yes,,,,
bafyreiapynmdgsje5ir7px3vfy6wzfze5iyjv362r2rsumrvku7amzh5kq,"Amanda explains how Latinas Por El Clima aims to unite women & gender-diverse people with different perspectives and experiences, to fight for climate justice through the lens of eco-feminism.

Join our global network of communities building renewable energy projects and campaigns: ourownpower.org
",Climate justice action,Climate action collaboration,48,"climate, said, change, forward, talking",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreic66huflq4egfugqrl76cmvffkm5ntto7ecpecawkqbuc7tcjfrry,"""States rights""my ass.

California should continue on and enforce its own air pollution standards.",EV transition barriers,Climate rollbacks,81,"pollution, air, city, show, focus",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreierz3fmopxanqozaltg3mop3wcaz72unou5po4tsmovfrgj4n35he,holy fracking shit (on several axises),Independent investigative journalism,Fossil fuel deception,95,"fracking, address, single, voter, fall","fracking, earthquakes, fracking waste, wastewater, pennsylvania, hydraulic, shale, earthquake, ohio, tap water",11_fracking_earthquakes_fracking waste_wastewater,FALSE,TRUE,FALSE,FALSE,No,No,No,No,,,,
bafyreih7cyq3nqbu2riiu5v4ub4zmxevyakerf5ckk2w6vi5lgiduute7y,"Congrats to CHESSA Member Reactivate on being Certified™ Great Place to Work®! 🎉With 89% of employees saying it’s a great place to work, they're a leader in creating a positive workplace culture. Looking to grow your career in renewable energy? They're #hiring! 

🔗https://www.reactivate.com/careers",Climate action collaboration,Renewable Energy Momentum,84,"sure, demand, job, lead, needed",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreia7njxqcwedphxszkpar2cbo3tmi3kwawahhgexeaesu6ilncpsom,LNP spokesperson this morning saying 'we accept the science of climate change'. Hahahahahahahahah. So he's basically saying they've caught up to where we were about 40 years ago. I guess it sounds good if you're not expecting anyone to do anything.,MAGA Climate Deception,Climate rollbacks,41,"year, day, every, time, last",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreihswbbinhles2d4vbev4vn4maz3iipguy72d2vdvdttbukxkiup2m,"After a lunch of chili and coffee, I have become intolerably flatulent. If you need me, I'll be lurking in the back yard, contributing to global warming in my own little way.",EV transition barriers,Climate legal accountability,88,"global, warming, course, ice, half","coffee, chocolate, cocoa, expensive, beans, bean, plantations, fairtrade, coco, vietnam",76_coffee_chocolate_cocoa_expensive,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreiev2rvc2rcbavl3hgfqgkt3hf4nuvf2q4v3siv5r25t3ob6uxtj4m,"hey if we're going to tariff ourselves out of having enough aluminum to meet demand, does that mean we can go back to more sustainable packaging instead of cans?",Coffee climate crisis,Climate-fueled wildfires,50,"mean, climate, party, change, drill","tariffs, tariff, manufacturing, net co2, trump tariff, tariff trump, trump tariffs, trump stop, coast coast, powell",58_tariffs_tariff_manufacturing_net co2,FALSE,TRUE,FALSE,FALSE,No,No,No,No,,,,
