cluster,topk_rank,cid,probability,text
41,3,bafyreih7pyd7fydponbp66yl4r6ryo7omwydohwjvsspzm5u4qlyq6kuau,1.0,"California's fire season is now year-round thanks to climate change. These LA fires are just the latest example. We're losing precious lives, homes, wildlife, and ecosystems.

Find out more about the climate crisis at eia-international.org/climate

#wildfires #losangeles #climatechange"
41,4,bafyreib2xretlwozoxmnbx3c62jpo7kgovpgbqffhgoootm6vaghpw66nq,1.0,Fire season starts earlier every year. Climate change is killing habitats as fast as a developers plow.
41,5,bafyreiaxx4uumtswjy4wnd6bqqerdlwgufmfwne6ryu47mtacyz6ga23yy,1.0,The fall used to be fire season. One of my best friends lost her home in San Diego County to a wildfire in October of 2003. Now there are major fires year round. It is definitely climate change in action!
42,1,bafyreih2ef6l565cxm7aefhua6c3oisoui7qyr24wp4vsqim3cx5mdajem,1.0,"The Green Energy Transition is UNSTOPPABLE!
#TheFutureIsElectric

cleantechnica.com/2025/04/21/f..."
42,2,bafyreibr7hon3pb2oyn7tcmo3wva5f6lfpebqxgfqarlpqtathdhhefawi,1.0,Tell us about your sources of green energy
42,3,bafyreigxkjtfisz75spfhhlu2ddqawxnorc3u4jhldmyyrperb4kbehy4y,1.0,"'""There is still this idea that if it is green, it is automatically good,"" says Joanna Barney, director of environment, energy and communities at Colombian think tank Indepaz. It has extensively researched the energy transition and its effects on the Wayuu.'

www.bbc.co.uk/news/article..."
42,4,bafyreihvgnb5hpmbyzrv566ldmk6q6lxta5wq6zmnk7gdpbtelc7ads4oq,1.0,"""What you call 'green energy'"", says Robinson... SRLY, #R4today?"
42,5,bafyreigzmo6yjvlkg7kjcsbedcyeipl26dgu5yqegmgqmc6y5jfeem2uqm,1.0,"Only certain types of energy though, we could be a leader in green energy if we wanted to…"
43,1,bafyreie3qtla57xe2ayog2kdpz72furkgn4abnkcgzcrl6w2s7hbqasdyq,1.0,"Climate change is making coffee more expensive. Tariffs likely will too. Trump’s current 10% tariffs cover most coffee-producing countries and are expected to drive up costs for Americans.

https://www.europesays.com/2041664/

Climate change is making coffee more expensive. Tariffs likely will …"
43,2,bafyreiblaqx6ivubuhm66urtr2cbz5kbofgz4rrqxbm5wak6djfwkmzxhq,1.0,"It's okay, global warming is going to make chocolate too expensive to eat anyway. I'm also going to miss coffee."
43,3,bafyreic2mjc5gouphzq74upbgxyje7hbpxz277ww7nqcriwquxnjmlxluy,1.0,"Dang. In the #BadEconomy ☕ 

>Coffee is getting more expensive thanks to climate change qz.com/coffee-more-...

#coffee #ClimateChange #weather"
43,4,bafyreihbun5322qzh3x4ovqctr2jskamqyix4zjj5exb5fnyfl2roib2na,1.0,"Coffee prices have already skyrocketed because of COVID supply chain issues, climate change and corporations who use it as an excuse to price gouge.

We won't be seeing $6. or even $12 lattes, anymore.  Try $20 on for size."
43,5,bafyreiasl45qojqn2mgptkf2tm3wsblgqq4id3swi7xx5xfvnoepjw5gdu,1.0,There’s already a worldwide shortage of coffee due to disease and/or localized effects on rainfall due to climate change. Coffee prices will skyrocket now.
44,1,bafyreicl3puhliuzffmnzltxyfvf36nehj56mji6wqdxp7lzowoeytmbha,1.0,"Climate change for idiots

Profiteering versus reality

When you are mindless, Big Oil can drag you around like a puppet and be their useful idiots for them."
44,2,bafyreifa4u5wfw465tdiqwc22tizfgrzaijnaeultw5hhocz4naidj64te,1.0,"Ironically, big oil companies budget billions for climate change mediation, and then the executives gaslight the public. 
It's taken man less than 200 years to unleash the deadly carbon nature sequestered over millions of years. 
Real article👇"
44,3,bafyreibjpop2ug7qqk2jqyq3w5ztozz3bbvh75xkm745mewnnfhtdijzee,1.0,"Big business, oil and gas, using their same old playbook: blame consumers for the climate crisis. But the billions they've spent lying about the reality of climate change and delaying action? Not their fault!

@govkathyhochul.bsky.social signing #climatesuperfund should be a no brainer."
44,4,bafyreihkcge4jy6cpmprjlh2yyhxpjxpgiypi7zhkpdsdv2s3uzmbsma4u,1.0,oil companies should just market climate change as terraforming at least that would sound rad as fuck as we all burn to death
44,5,bafyreihnhqt7uecgp2dmpno4fzshnt42xwuxihdmstyb7wsrsqnqcxrtde,1.0,That oil companies can’t be trusted is as much a fact as climate change itself.
45,1,bafyreihb42kb6h66jl5wvwbodab2m5vldaovwmvmo3fm5c2cpftrtrwjsq,1.0,what exactly is the emergency?  Biden is drilling not only more than Trump ever did but more than anybody ever has
45,2,bafyreibyeq4tta5va3e7twygm2rjpyur5mmoq337v7n5qw3jgsy27hweoq,1.0,Guy who authorized more drilling than his predecessor pretends he cares about the planet and clean energy.
45,3,bafyreibdg4gioz7tyeo62ar5pfizgorhrjiun736uksxmkbz6jnkzo2un4,1.0,"Cryptocurrency, online gambling, and oil drilling permits are not bringing back US manufacturing"
45,4,bafyreidk2m2ahojwli4ljevbq7eg7jnt2f3hu2uhgayxufbyc43nvr2ndi,1.0,Trump’s Interior Dept just opened 23 million acres of protected Alaskan wilderness to oil drilling. Indigenous communities and endangered wildlife be damned—fossil fuel donors come first.
45,5,bafyreihmzpnmgoth3rtjlxqvklgwcxoo45kfr55t6u4gqrsxfsw3moo7ei,1.0,"Did it mention The Wall too or groceries or drilling for oil. 
Elect a clown,expect a circus."
46,1,bafyreiaw7qtok6oua2oxwgaqb2limr2x2a2fzfk7kxibps5wrsxyi6hsja,1.0,HyTerra to launch Nemaha Exploration program in Kansas - published 09 Mar 2025 #ltd #ASX #Drilling #gas #Hydrogen
46,2,bafyreicvrobg4zx4rd2tlgpxga5du5sm7kkalbysf2rt5tiswofam3feca,1.0,"Octava Minerals ( #OCT )  has released "" Exploration Update - Drilling Planned for Federation & Byro "" on Wed 17 Sep at 08:23 AEST  #government #Mining #Gold #Australia #Metals"
46,3,bafyreigmbs75wbpiji3dmsaw3jhycfa6rsuubv2clfeqto6gbj6cugn7eu,1.0,"Haranga Resources ( #HAR )  has released "" Follow-up Drilling Program to Expand Gold Potential at Ibel "" on Tue 16 Sep at 08:23 AEST  #government #Commodity #Mining #Gold #Australia"
46,4,bafyreiah7c2uh2x4ulkzhuljvc4d7iwfo3bnsijvpetjantzonqfnt5xuu,1.0,"Iltani Resources  ( #ILT )  has released "" Diamond drilling intersects high-grade silver mineralisation "" on Tue 08 Jul at 09:18 AEST  #Commodity #Mining #Gold #Australia #media"
46,5,bafyreibjx5uy2fhqvjsyoxknvyiq4vr4jbqv56v3ao33qbmzv5hbwao22e,1.0,"Beacon Minerals ( #BCN )  has released "" Stage 2 Grade Control Program Commences at Iguana "" on Tue 22 Jul at 09:46 AEST  #Mining #Gold #ltd #ASX #Drilling"
47,1,bafyreidrn6alamzsi5a2o42s6mpfaf65gg2vqaoi4i4hl5zch62nkrkmom,1.0,"Let's cut to the chase *drilling noises*

Here ya go Minty"
47,2,bafyreidge4ai64luxf4zdqnteumvzpif6iciujiud672n7c3vq4rmiox2y,1.0,god i love loud drilling noises being played directly into my ears
47,3,bafyreigzfg2qkyetycdvft3aru5btdkxnmi6imz4egluzdfctdvkccvxsu,1.0,"I know. The last time I was at the dentist and had nothing to do it was so peaceful. You know, when they were drilling my tooth."
47,4,bafyreibxtdvuno2ymns4yp3anxqgmstlmumh35tctpbmpzoujrrmdenrwe,1.0,"My neighbour isn't there today I can't hear him knocking or drilling.
Thank god with my head hurting like it is."
47,5,bafyreiggham56fknvrjbhfapijsdmkdaljyawdwdv23y3wo3v7kylxyvzy,1.0,I wasn't able to sleep last night and early in the morning neighbors were drilling. They have been drilling every day since 9:30 am and me being an autistic night owl this is killing me 💀 Overstimulated first hour in the morning
48,1,bafyreid5pcflxegj57dhbg2zxarz3w6oe633qn5u6k5es2holv25ycmpae,1.0,"The party stands for being pro-choice, a woman's right to choose, to fighting climate change, to protecting Medicare, Medicaid, and Social Security, supporting democracy, expanding the franchise, social and racial justice, increasing the minimum wage, equality for the LGBTQ+ community."
48,2,bafyreifhqdtfrlzyfb7krgt7pdfvrfrgxjcivlx4q535hvuteifoycij5e,1.0,The party has become a pro-death movement.
48,3,bafyreiabbak2qazeqzjdo5sxxpvxgqkjkizphim7nf3nbhzzwflija3ekm,1.0,"But not, of course, the opinion polls that show a sizeable majority of voters support better healthcare, more renewable energy, queer rights, more public transport etc.

Just the ones that happen to skew towards GOP policies."
48,4,bafyreiaaqco2whqvvjt6hjedcqyy5en7wklifdy4mj7pay3qrwt6mkda5m,1.0,"The only insane one here is you. Your labeling a social democratic party that stand 4 lgbtq+ rights, labour rights, green energy, anticorruption reform and decolonization."
48,5,bafyreifxuz7ivrfnqphhk7xpeoog4jr5jlngps3344oi7ab54s7unf57cq,1.0,"Liberals are constantly in denial. 

About the economy, 
workers, 
wages, 
price gouging, 
rent control, 
war,
climate, 
capitalism, 
imperialism, 
settler colonialism, 
apartheid, 
genocide, 
bigotry, 
Islamophobia, 
Kamala, 
Joe, 
Obama, 
Ukraine, 
Palestine, 
Israel, 
BRICS,
and on and on."
49,1,bafyreidiluijlne5qyph46hseo4tnqktyqdvbkmkzadkonn4u3fnz6smim,1.0,"Yup, Build Back Better was the green new deal, and they're destroying it as quickly as they possibly can!"
49,2,bafyreidbidvecitfigue3yckxpcucb7p5okiegejjhutnx64tzvelplngm,1.0,Selling the green new deal as building a better world to make/have kids in
49,3,bafyreibsd2reiqqkh53pptmcqmppte7uvtezkcpguwhvp76dbp7xmfep4u,1.0,"Is this his idea of a ""Green New Deal""?"
49,4,bafyreicpe4gpu4fxvxg4o3ijcswzcemgt2hdgsupmsc7bqfnpmmbnifp4y,1.0,"They continue to pull the plug on things that help communities, help the planet and ultimately help the country. 

They hear “Green New Deal” and all they can respond with is “torch it” because it wasn’t the Felon’s idea."
49,5,bafyreiclkbxqn2afb77g2xyqclhglxkxnwqnyerejpsosqhw5e7dvafcdu,1.0,"americans are about to find out how many “green new deal” programs fund road construction, the building of critical infrastructure, and keeping the power grid up

safe drinking water, clean school buses, grants to family farmers… the evils of what they call the green new deal"
50,1,bafyreigogolb4jtqf23e7prdijnbaaf6qm2e34bi5jlznbz3lcvwoeh6qq,1.0,"“If 330 voters had gone the other way in 2022, we would not have a trifecta in Michigan.

No free lunches for every kid at school.

No abortion rights expanded.

No green energy leaps.”"
50,2,bafyreic64sst6lsg63wp4dtbni4yq54zgppspt4ktgwl4cnr3epky7mtne,1.0,"i havent really seen it mentioned anywhere, but the next time someone argues that dems need to be centrists in order to overperform, josh weil supports both medicare for all and the green new deal"
50,3,bafyreid36nxnnqphhhocnhadvlvullngxubmqpetdbyk6qedfkdoinzyuq,1.0,"That’s right. So when we gave #Biden and @democrats.org  the Senate, there shouldn’t have been any problem passing universal healthcare, higher minimum wage, women’s rights, workers rights, equality act, and climate change policies. Instead, they put in judges which are being dismantled."
50,4,bafyreigo6mxdcygqmmwu4xxxrujtnmfwjtcx5jvawfaflziawdgggocrzu,1.0,"With veto-proof majorities in both houses Democrats would: pursue expanding voting rights, not persecuting journalists ; creating a humane and sustainable immigration system ; champion individual rights over corporations, including the autonomy over our own bodies… 2/"
50,5,bafyreigtzbnwyvuxinzrho7rca2lahuwwndoxx6mybvukdduazp2iqwpqy,1.0,"the Sanders/AOC ppl in their dark-blue districts where they run w/o serious opposition but if they impose their 'green new deal,' 'Medicare for all' tax the rich positions on the party, dems will never win another election. And they're very active, voluble, organized."
51,1,bafyreidv4h2ynrcxqoabkwxpwd4yzfapuvida6gbnol7zpi7pamckwuqn4,1.0,"Just beacuse it's ""renewable"" doesn't mean it's sustainable.
you.38degrees.org.uk/petitions/un..."
51,2,bafyreiftrihopfdorssbcpqkuz6velai4d4m5yv5wspj6gb6e5d6b6b2by,1.0,Surely it is those profiting from the production and use of such forever chemicals that should find sustainable solutions.
51,3,bafyreiaf424plukl2o4igrd6ccxhe4fyl5dhr3kkdsmxkvndscyh7mw7n4,1.0,"The Imperium isn't sustainable, though! It's just *big* and *voracious*. It's mostly just burning through the accomplishments of previous civilizations as fuel."
51,4,bafyreictuqgaqr2rwbbhyxrqomgpavsfyotyzz7lda5qxyqfe73rxjkiw4,1.0,Very sustainable
51,5,bafyreibnimydj5dlilquxqvsubk6unlc5npvdbfeqsldw732ji72j7somu,1.0,It almost makes me wonder if none of these billionaires have ever heard of the French Revolution? Do they really believe the power structure as it exists now in the US is sustainable?
52,1,bafyreib3rqnzdqjhi5gilrxhla7lperbxkdnozf462ccxznu7tvd75gwmq,1.0,"US pipeline protester’s obstruction conviction overturned by appeals court

Read more

#Climate #Fossil #Fuel"
52,2,bafyreiehhdnagswty55d4fyagih2dv4zrflwrwwunrhuvdzcp3szmrj6aq,1.0,"www.instagram.com/reel/DEnCrk2...

The Osage Tribe wins the largest litigation case against a renewable energy company (ENEL) in history. 

ENEL refused since 2017 a federal judges order to obtain a lease."
52,3,bafyreidehl2pirohezlxsudqjhudir676rv7nxyruxi737332cv4tzuymu,1.0,"""The American Petroleum Institute.. has already sued over Vermont’s law, alleging that it encroaches on the federal government’s power to regulate greenhouse gas emissions."" And yet, they want to repeal the endangerment finding.
www.washingtonpost.com/climate-envi..."
52,4,bafyreigly4d7meluovztufngzq3guxriorgluc33tvlwhmk3oo333h5yuy,1.0,"Climate #Superfund laws that charge polluters pass in four U.S. states. Maryland, New York, California, and Vermont have enacted laws requiring #fossil fuel companies to pay for #climate damages, modeled on the Superfund toxic cleanup framework."
52,5,bafyreihdhrufpg5t7rh3vwo5zupudmylcjffhv73d62mgghsricrp465xm,1.0,"""The decision comes almost five years after the city and county of Honolulu, as well as the Honolulu Board of Water Supply, sued Sunoco and Shell along with 15 other energy companies for infringements of state law.""

www.thecooldown.com/green-busine..."
53,1,bafyreic66nx5wkdi6f3d2vx5msx3gpfotray6skum2mjq73gc4lii7qe2q,1.0,"Carbon capture is just another oil & gas industry grift. Smith wants to be able to pump dirty oil thru new pipelines until oil & gas has enough $ to invest in carbon capture..her so called grand bargain! Oil & Gas are rolling in $s, mostly in subsidies and tax breaks. They are laughing at us."
53,2,bafyreih5jrr6demxb6arcvxo7flgvf7hucgrfavbq6ph5e6xmmjy2tu3ba,1.0,"The opportunity costs of carbon capture 

""This holds true even if 0-emis energy powers the tech deployed to extract CO2. 'It’s always an opportunity cost to use clean, renewable energy for direct air capture instead of replacing a fossil-fuel CO2 source'""

www.eurekalert.org/news-release..."
53,3,bafyreie3docsecqxdrakb6obmdnu2c75xexmb2gky7exdtur2hypo7bosi,1.0,"Carbon capture isn’t just dangerous—it’s a fossil fuel industry tactic to delay real climate action. CCS Action Network is taking a stand. 
JOIN US for the launch with special guest US Representative @rokhanna.bsky.social  
📅 Thurs, Feb 13
🕣 8 pm EST 
🔗 bit.ly/4aXNr16"
53,4,bafyreigxjhaxblgyshi3y2dlsxscvh3jrwq2f6lvpjtlztaffmgyalcxpy,1.0,"Carbon capture isn’t just about cutting emissions, it’s about turning gas fields into clean energy assets.

We generate power for on-site CO₂ sequestration, reducing emissions and costs. With carbon credits at $99/tonne, it’s a smart move for both business and the planet.

#NetZero #CleanEnergy"
53,5,bafyreie2pmafb3zyhd5navtf4idcqv4gvcvgh2erxi5hnr3svo7vn3erjy,1.0,"TLDR: Carbon Capture and Sequestering is a greenwashing scam which companies use to make it look like they're doing something about climate change when all they're really doing is spending billions of dollars on their reputations.

CCS does not and cannot work at the scale we need it to."
54,1,bafyreicscajazpe6s2frs7wqxexnuaadxgvhr2oe7camicuq6ooyvqjkiy,1.0,"Billie Eilish's edgy streetwear combines thrift shop finds with high-end pieces, proving sustainable fashion can be effortlessly chic. 👙 #CelebStyleIcon #SustainableFashion best perfume on amazon: cutt.ly/mrRd3nMy"
54,2,bafyreib5sig5f3q7aoyqkmin6m5rgcq7yzjxzudsyc3p4iyem6itng3s6m,1.0,"""From runway to red carpet, these style icons are redefining glamour 🌟 Beethovan Thompson's chic Minimalism, Zendaya's avant-garde Haute Couture, and Olivia Wilde's sustainable Chic—stay tuned for monthly trends from the global fashion royalty! #Celeb... Fansy cloths for women: cutt.ly/GrRd2il8"
54,3,bafyreialc3rk6fmu4jq2n2zletyanopcnf2ygovfvqq2hwq2xoci6uue7i,1.0,"Calvin Klein Mens Modern Structure Hip Brief 3 Pack
If you're looking for the perfect blend of comfort, sustainability, and style – look no further than the Calvin Klein Men's Modern Structure 3 pack of briefs. Designed to keep up with your a...
BUY NOW!
£22.00
https://bellelingerie.link/hl6ZRpBkQ"
54,4,bafyreifjo75mk6ib3vfvia4rrsf3ymcpfpxgphsqdbo42e4fvx6h42a62u,1.0,"✨ Say “I do” to sustainable elegance with KING AAA V12 Wedding Dresses! 👰💍 70 pieces per bale, offering stunning designs and eco-friendly luxury. 🌍💚

#SustainableFashion #WeddingDress #SecondhandBridal #EcoFriendlyFashion #DoDoBirdUsedClothing"
54,5,bafyreifwewfhxt5twxwnp3nd7ehqchpdwwnd46qu63rorspq5tyfmw332m,1.0,"""Slaying the Style Game: Celebrities Shake Up Fashion Trends with Sustainable Chic, Statement Sleeves & Bold Prints. From Zendaya's eco-friendly gowns to Harry Styles' trendy suits, who's leading the fashion pack this season? #CelebrityFashion #SustainableCh... source link: tinyurl.com/nmtvnews"
55,1,bafyreigcnilwznedobvkp2cznpvp2lkhx6vifdnhnj6ovhd3yflpnxnbhe,1.0,"Good question: What if the next Disney wasn't a corporate giant but an artist-owned collective?

Yancey Strickler on the ""Artist Corporation,"" a radical new economic model that could transform how creative people build sustainable careers. 

VIDEO: www.ted.com/talks/yancey..."
55,2,bafyreidbt64ejy65gpypmsep2meyymaqcx5upchoullaafqqdxzo7ukle4,1.0,"And so the thought experiment leads you to realise that what TV/movies (& publishing) have is a ""tentpole model"" where the big ticket properties support all the others. If you distributed income purely by views, I imagine small-market projects would be even less sustainable than they currently are./"
55,3,bafyreierg2tqu7efrl676rtwdzgf2tv2lu2taftd6ltrtdyhfy6v6dafae,1.0,"Fantasy scenario.

Mandaric comes in, with some wealthy people stabilises the club and promises to make the club sustainable again before looking to resell in the next few years.

Brings back old badge, branding and then brings in Carlos Carvahal with a ok transfer budget to build for future. #SWFC"
55,4,bafyreicm2lktpl6eypspjsx7m6cf5zxcv35ljuh2d25xqyqbkbmjvsk4jq,1.0,You'd rather have the club in the situation it was in before the Couhigs? Really? The access road was never going to happen but they left us in a much more sustainable position.
55,5,bafyreigvnz4hu2z43bp4cvwpcihyi5dpmrytd36ull3lll564ihsppysga,1.0,"Who knows! My guess is that they just want to only keep artists with huge notoriety, probably as a means to drum up lots of profits, and cut costs having to not host stuff from lesser known ones. 
Either way, what they're doing doesn't feel sustainable."
56,1,bafyreih5xd23r2zxqgnsspd2tyg4jaydt5snvlyawtqomg2bxwpziz2aee,1.0,"LLM CEOs like ‘our business is not sustainable without investors giving us a way larger amount of money, making stealing legal, and an amount of energy that will destroy the planet’ 

well pal that’s a bad business. you saying that in public confidently means you should be fired"
56,2,bafyreie6iw6rpvi2f65unm3pixqhx3j6ic57traxy77mucrzfjkmmmje2e,1.0,I completely agree that it isn’t going anywhere as a technology but I do think that there’s going to be a massive collapse at some point because the business model of these companies just isn’t sustainable.
56,3,bafyreibwdxet7o5fnvdrpunx53c3idvdbycl5uxybliq6qvskitv5al5ja,1.0,"Pocket is shutting down, so of course people recommend alternatives. But what do you think is likely going to happen to all those other services sooner or later?

Some things are personally valuable but hard to make work as a sustainable business."
56,4,bafyreiflsacmmcy4jm3iin4uqxywsgrf42xwggvoomax5ly364yappxxbq,1.0,"of course, relying on closed proprietary software that you have no control over is much more sustainable than talking to colleagues (I mean, you could still automate tasks like that fairly simply but just do it a local level instead of having to buy into a whole suite of corporate nonsense)"
56,5,bafyreibjr2t3e57aadmyjdty4xzyxmbzuawwzumc3joo47jn3k5ea43oca,1.0,"We'll see if Embracer is going for a sustainable buisness model this time or if they're going to try for buyout 2.0

I think in this climate of massive restructuring & studio closeouts they have no choice but to buckle down & grow the business & see what the future brings before considering a buyout"
57,1,bafyreifoicnh3765gamraeezwjvxwhoxcftyuqhgb4knjbgzueko2he7pm,1.0,‘There is only one player’: how China became world leader in green energy - www.theguardian.com/environment/... compare and contrast with the has-been #murica
57,2,bafyreidxiubdcsgjnckvtqp6vizyyxfukqvaxdptggqcjjtxdmt6szxety,1.0,"China invests in clean energy to dominate the world while the US boosts coal. “In China, more wind turbines and solar panels were installed last year than in the rest of the world combined.” @nytimes  www.nytimes.com/interactive/..."
57,3,bafyreiccaonc5or5kgyvcmgfdaoalkahcn6bbimqqq6nkvdogvvkjyqaqq,1.0,"There are two divergent energy paths— one leading to the future, the other to the past. China’s electricity demand is up five per cent, which it absorbed with added solar and wind capacity. In the US, regime policy is to freeze out renewables and rely on coal."
57,4,bafyreiapwow7yne6vur6pbgzwlystwrgmulokwyv2yrqi3e6pchfxrnghe,1.0,"China pulls ahead in the renewable race

Read more

#Renewable #Energy #Climate"
57,5,bafyreiaf2oko36j5lybwkt7c6gbgj5dahgwqqrgayzksrpu5jdxsqf63qq,1.0,China is outpacing the world in innovation with renewable energy!
58,1,bafyreiga3j7bxga3rzyafdcaopf5hztuxmlqyqcavplboe3gfxlquqcg7q,1.0,"It doesn’t prepare them for a world of political turmoil, global warming and increasingly sophisticated AI, that’s for sure."
58,2,bafyreigyds7yvfbz24nqwhijcs2dtcjlbyeckr7kogkldtwlxcgshen4jy,1.0,"I'm genuinely mystified by the amount of FUD surrounding real world AI that's not just ridiculously pervasive but that normal, sane people get genuinely aggressively ANGRY about.  Liberals talk about AI like Trumpies talk about mRNA vaccines and climate change.  It's weird."
58,3,bafyreibuvqs4hlcocye2etebkmeg2vg5m6xiohcvxu2kiapoivqvkljxsq,1.0,"Really, I'm on your side. We have to walk the fine line of not throwing shade on AI and science, at the same time as it's misused by self interested billionaires and fossil fuel companies. It's a less satisfying stance, but I'd go as far as saying it's the most ethical."
58,4,bafyreidiybtzpbmq3fksdxmake45bsf6ircgxusq7ibfdshb2dm42alaou,1.0,"Is there a Sci-Fi novel where humans are fighting the AI, but it turns out that the conflict that AI is blocking them from eating meat, burning fossil fuels, etc to revert climate change and the humans are lead by hulk hogan and are like ""nah bru"". If not I name it ""Brutha's Keeper 2030"""
58,5,bafyreibglt6yhpugmtb2aygfy2mrlzesomxnz2zd4h4xxemnflksbdex6y,1.0,"Meaning AI is also exacerbating climate change and there’s no intelligence, artificial or otherwise, in that."
59,1,bafyreifbvo7zfwzdj7az4du7ixnzgxotovmo64bj4hjenkpc3vkvprqqyi,1.0,"On my way to #Leipzig to the Franco-German Sommer School “Open(ing) Science? Digital Humanities in Area Studies”.

💟 #OoenScience - more important than ever actually!

I’ll give a workshop on “sustainable digital publishing and outreach” on Friday morning, stay […] 

[Original post on fedihum.org]"
59,2,bafyreibmetrnzjxeinbmyn4o3ctrc7ytuwbx2nrzsfew5kuetinfv7lebm,1.0,"Their leadership is key to building a more sustainable and equitable future for all.

Happy International Women's Day!"
59,3,bafyreiebasicdw4puobmber36uedi2xfo7t42ier6cl34xaki6qmyouhyq,1.0,"Apply now for the ‘Futuring for Sustainability summer school’. From 7 to 11 July 2025, we set out to find new connections between the scientific need for a sustainable #future and the political search for #belonging in uncertain times. www.uu.nl/en/research/... ⏰ Registration deadline: 1 April 2025"
59,4,bafyreig7a24wtq4jcxcsm5rtq53osqbvxkts4vpzvrsz2igezv2v42zbrq,1.0,Shaping sustainable eco-systems...still learning. www.ecotravellerguide.com/unveiling-th...
59,5,bafyreihkdsuategbjxz6tv53roruiwjflah5qjln3ucmtrqiylni27c6ou,1.0,"A major step in managing pediatric AKI: today, a trained Guinean nurse in our PD unit successfully performed a percutaneous catheter insertion for acute PD — a key milestone in local capacity building and sustainable care. 👏 @ispd.org @theisn.org @sfndt.bsky.social @sosendt.bsky.social"
60,1,bafyreicfycddiq3ntkwzcvhujtei2j72w3ln5el5uuqqqegavzlogkaxdy,1.0,"Which is another reason I'm moving. I spent so much energy telling other people to clean up after themselves and then having to clean up after them because they would leave a mess around. And that shit is exhausting. 

I can't live in mess because it overstimulates me and drives me slowly insane."
60,2,bafyreicfwug3rlom5ol7i4jylerh7ht4vhuihu6vw5wo2m5mam6gcfpmqm,1.0,When I have the energy to clean for the first day of my weekend then I can just spend the second day in my clean home ‼️‼️‼️
60,3,bafyreicmhrlrnofpzuqz6x3k3wg24cxtbzlkw5mdtgwha5uoiqqydjvoim,1.0,I haven't been particularly well in the last year and now I only have the energy to grumpy clean.
60,4,bafyreiaoekvgxyscw33jbpjtthxbsdjcquswgtfxu44sibl7yvapxx4bhy,1.0,used the burst of energy and motivation to clean up another area of the basement! until I started sneezing from the dust. now I'm two floors up and away from the dust and shall either write or clear out my closet of piled up stuff
60,5,bafyreihgd3kkw6j5bk7xnurqbjg5nlw5f3a7vewre7pyutlrmb7comzrci,1.0,"Well tried a quick shower to see if it would help with my pain levels, & I am sad to report it didn’t, but at least I am clean now. Now debating do I put on clean sweats or just give in and put on clean pjs. Also do I have the energy to quickly change my sheets too before the next shawl line comes."
61,1,bafyreiaru4quogzxk72izrt6ei6qh2oexmjpabru42imokbrjmbbffyfce,1.0,"Tried my hand at sketching the Blessed gang in Ghibli studio's style. 

As a form of homage while reminding myself how much I love their art and movies, rather than wallowing in the frustrating ai pollution going on around us.

#dnd #dndart #dndcharacter #ghiblistyle #sketch #ocs #othersocs #ghibli"
61,2,bafyreifzzbyt5hm7vv27g57oo4zhhtikgsbovccem4rzfgysry4rxs3ufa,1.0,
61,3,bafyreihpmplochfuoe4dbbkornccjejpm32uzz47wyk5h6tqjxphs3g65q,1.0,mentally I am here
61,4,bafyreie4uj6tj3czjfbk3sgpv64k73z6t6l7lwckp6hstfxoprpytcov4y,1.0,"Chemy in my take: Kamantis
(Including Gijinka)"
61,5,bafyreih2ytxvmkjdktyuykxp46xnh227sxyerchzttrlufmomsthem2634,1.0,When he opened his eyes he saw two weapons. A bow with no string and a unique revolver with an odd refilling battery for a chamber. And an odd glowing green string-like energy flowing around him. He felt how calm it was. How fluid it was. So he grasped it and let it flow into him
62,1,bafyreibw6yzw3jhrwy3eu224nyu5slu3ywvoyi7ddstijrba2uy6sdsjlm,1.0,"We really need more and better, dedicated bike lanes in London, Ontario. This is good all around…less traffic congestion and pollution, less wear on roads and less repairs, and fewer accidents for drivers, cyclists, and pedestrians."
62,2,bafyreibo5b6vrjr3w4evx5tqeprh5izjsipzdzuryj3avgx7thgg7eh7wq,1.0,"If railways can’t cope with climate change then they clearly are of no use in the future.

Better to dump them as an infrastructure system."
62,3,bafyreifubdo72c5kee356dmkwucnxxyhabpxy5jronzpbra6o5og3hs2ty,1.0,"Meanwhile, we're seeing _actual_ dangers in the subway stem from climate change and national underinvestment in infrastructure. Wonder what Duffy thinks about those."
62,4,bafyreihiv47fmj3urxm3yj7frgfkxfirveoazsenvju75xmfc27y5dj5qa,1.0,Adding new roads or additional capacity is a Climate and air pollution increase guarantee: www.wired.com/2014/06/wuwt...
62,5,bafyreicavm4xbrokzg3k3vx66vr6ea5vuc2ixdzerzuqx6oorz7b2r5wdm,1.0,This will allow people to live farther away from their work. Cheaper land. This type of rail is a good solution to our housing issues anywhere and is a good solution to climate change. It’s also a nicer way of life away from the big shitty.
63,1,bafyreiaicl2uihdxdeosn7vw5o7sfqhwzp7othefm5hmdt72lz726v6x7q,1.0,"Balancing tourism, growth: Asean&#039;s path to sustainable recovery, says Fadhillah - https://www.thestar.com.my/news/nation/2025/01/18/balancing-tourism-growth-asean039s-path-to-sustainable-recovery-says-fadhillah"
63,2,bafyreia3ahj5c7jpwbi6k6jppeuzc5tq7tqjo5t4leq37oelvz2c6vdjmm,1.0,"South Korea Assertively Sets a New Standard For Sustainable Tourism in Asia

https://www.byteseu.com/842318/

Home » ASIA » South Korea Assertively Sets a New Standard For Sustainable Tourism in Asia Wednesday, March 19, 2025 Agoda’s recent 2025 Sustainable Travel Survey highlights a notable …"
